旅游团介绍,旅游团名,小分类,小分类url,旅游团价格,旅游团网页
"
                                            全程纯玩，品尝婺源农家宴，三清山生态宴，解析徽派建筑—婺源，因“晒秋”闻名遐迩！                                        ",【品味江西 双飞4天纯玩】仙境三清山 夜宿庐山 婺源篁岭晒秋 瓷都景德镇 贵宾团,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,1699元,http://www.jinmalvyou.com/travel/show?good_id=17090
"
                                            读徽商文化，解析徽派建筑—婺源，景德镇赏千年陶瓷文化；全程入住超豪华酒店；景德镇往返，更舒适，时间更充裕！                                        ",立减50【灵秀三庐 纯玩双飞5天】江西世遗双山三清山+庐山 徽派乡村瑶湾 婺源篁岭晒秋（直飞景德镇 全程入住豪华酒店）,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,1949元,http://www.jinmalvyou.com/travel/show?good_id=38622
"
                                            全程安排4钻酒店，一晚温泉度假村（浸泡温泉），品尝婺源农家宴、三清山生态宴                                        ",寒假自营【纯享赣北 纯玩单高单飞五天】江西庐山三叠泉 道教三清山 龙虎山 婺源篁岭 九江浔阳楼 景德镇 一晚浸泡温泉 全程4钻酒店,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=40634
"
                                            江西第一个世界自然遗产三清山，“奇峰怪石、古树名花、流泉飞瀑、云海雾涛”并称四绝！美食体验三清山生态宴！                                        ",【特惠江西 双飞四天】仙境三清山 庐山三叠泉 婺源篁岭 直飞景德镇（协议）,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,1399元,http://www.jinmalvyou.com/travel/show?good_id=27230
"
                                            美景安排：读徽商文化，解析徽派建筑—婺源，景德镇赏千年陶瓷文化！升级2晚豪华酒店，品尝婺源农家餐、庐山三石宴！                                        ",寒假【约惠江西 单高单飞四天纯玩】仙境三清山 秀丽庐山 婺源篁岭 瓷都景德镇 全程入住豪华酒店,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,2199元,http://www.jinmalvyou.com/travel/show?good_id=20578
"
                                            全程入住当地豪华酒店；品尝婺源农家宴、三清山生态宴；细化接待安排，导游服务贴心细致，保证游览时间，省心省力！                                        ",春节立减100【全景江西 纯玩高铁5天】探秘三清山 冬景庐山 婺源篁岭 瓷都景德镇 南昌八一广场 ,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,2399元,http://www.jinmalvyou.com/travel/show?good_id=38618
"
                                            特别安排篁岭——新缆车、新景象，带您360度高空俯瞰婺源篁岭晒秋人家，亲身体验晒秋文化，性价比值更高；                                        ",春节立减【秀美三庐 纯玩高铁5天】江西庐山+仙境三清山 婺源晒秋 景德镇皇窑 夜宿庐山山上 南昌滕王阁 品三清山生态宴 贴心已含庐山环保车+篁岭缆车轻松游玩,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,2599元,http://www.jinmalvyou.com/travel/show?good_id=36394
"
                                            畅游两大世界自然遗产——黄山、庐山；升级一晚南昌超豪华酒店！                                         ",春节【江西庐山+安徽黄山 高铁5天纯玩】最美乡村婺源篁岭 瓷都景德镇 南昌滕王阁 梦里老家•演艺小镇带你穿越古今 石钟山 升级一晚南昌超豪华酒店,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,3599元,http://www.jinmalvyou.com/travel/show?good_id=30618
"
                                            放烟花、打炮竹，篁岭体验包艾果，祈福迎春，感受浓浓的年味！美食体验：婺源农家餐、三清山生态宴，升级2晚当地豪华酒店！                                        ",春节【爬高峰·包艾果·贺新年 纯玩单飞单高四天】江西仙境三清山 九江浔阳楼 庐山三叠泉 婺源篁岭 2晚豪华酒店 不走回头路,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,1899元,http://www.jinmalvyou.com/travel/show?good_id=40207
"
                                            春节活动：篁岭众屋门口踩高跷，晒工坊座玉米果，怡心楼做汽糕、创意晒秋（晒金猪图案）。全程入住豪华酒店，九江升级一晚超豪华酒店                                        ",春节立减【山水传奇 金猪晒秋 纯玩高铁五天】江西世遗龙虎山+三清山 庐山秀峰 婺源篁岭 瓷都景德镇 九江浔阳楼 景德镇瓷器宴 赠送新春礼包 全程精选豪华酒店,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,2349元,http://www.jinmalvyou.com/travel/show?good_id=40183
"
                                            带您360度高空俯瞰婺源梯田，纯玩0购物，全程入住当地豪华酒店，九江升级一晚超豪华酒店！                                        ",寒假【山水传奇 龙虎山+三清山 纯玩高铁5天】庐山秀峰 婺源篁岭 瓷都景德镇 九江浔阳楼 景德镇瓷器宴 全程精选豪华酒店,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,2199元,http://www.jinmalvyou.com/travel/show?good_id=39558
"
                                            全程纯玩不加点，贴心含庐山环保观光车+篁岭往返缆车，轻松出游无压力。                                        ",春节立减【祈福·制陶·年味江西 纯玩高铁5天】道教三清山 夜宿庐山 东林大佛祈福 婺源篁岭晒秋 巧手做小吃 南昌滕王阁 景德镇DIY陶瓷 品味3大特色餐,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,3499元,http://www.jinmalvyou.com/travel/show?good_id=40160
"
                                            美景安排：读徽商文化，解析徽派建筑—婺源，景德镇赏千年陶瓷文化！三清山-江西第一个世界自然遗产，“奇峰怪石、古树名花、流泉飞瀑、云海雾涛”并称四绝                                        ",寒假【超值游三清 单高单飞四天】江西仙境三清山 庐山三叠泉 婺源篁岭 安排2晚豪华酒店 不走回头路（协议）,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,1599元,http://www.jinmalvyou.com/travel/show?good_id=27229
"
                                            全程入住豪华酒店；龙虎山赏丹霞地貌，品尝婺源农家宴、三清山生态宴！                                        ",寒假【诗画江西 纯玩高铁4天】庐山三叠泉瀑布 醉美乡村婺源 仙境三清山 丹山碧水龙虎山（全程豪华酒店）,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=41516
"
                                            畅游世界自然遗产庐山，游览素有“国内四大油菜花”之称- -江岭景区；全程入住网评4钻酒店，行程更舒适！                                        ",自营【3.8俪人行·夜宿庐山 江岭赏花 纯玩高铁4天】江西清幽庐山 美庐别墅 含鄱口日出 仙人洞 婺源江岭油菜花 瓷都景德镇 品味农家宴+三石宴 赠送丝巾与花海拍照,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,1799元,http://www.jinmalvyou.com/travel/show?good_id=41489
"
                                            全程纯玩，品尝婺源农家宴，三清山生态宴，解析徽派建筑—婺源，因“晒秋”闻名遐迩！                                        ",【品味江西 双飞4天纯玩】仙境三清山 夜宿庐山 婺源篁岭晒秋 瓷都景德镇 贵宾团,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,1699元,http://www.jinmalvyou.com/travel/show?good_id=17090
"
                                            畅游世界自然遗产庐山，游览素有“国内四大油菜花”之称- -江岭景区；品尝庐山三石宴、生态婺源农家菜，感受婺源“无荤不蒸，无蔬不糊”的地方特色！                                        ",自营【3.8俪人行·夜宿庐山 江岭赏花 纯玩双卧5天】江西清幽庐山 美庐别墅 含鄱口日出 仙人洞 婺源江岭油菜花 瓷都景德镇 品味农家宴+三石宴 赠送丝巾与花海拍照,庐山,http://www.jinmalvyou.com/search/index/keyword/%E5%BA%90%E5%B1%B1 ,1099元,http://www.jinmalvyou.com/travel/show?good_id=41490
"
                                            全程安排4钻酒店，一晚温泉度假村（浸泡温泉），品尝婺源农家宴、三清山生态宴                                        ",寒假自营【纯享赣北 纯玩单高单飞五天】江西庐山三叠泉 道教三清山 龙虎山 婺源篁岭 九江浔阳楼 景德镇 一晚浸泡温泉 全程4钻酒店,龙虎山,http://www.jinmalvyou.com/search/index/keyword/%E9%BE%99%E8%99%8E%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=40634
"
                                            春节活动：篁岭众屋门口踩高跷，晒工坊座玉米果，怡心楼做汽糕、创意晒秋（晒金猪图案）。全程入住豪华酒店，九江升级一晚超豪华酒店                                        ",春节立减【山水传奇 金猪晒秋 纯玩高铁五天】江西世遗龙虎山+三清山 庐山秀峰 婺源篁岭 瓷都景德镇 九江浔阳楼 景德镇瓷器宴 赠送新春礼包 全程精选豪华酒店,龙虎山,http://www.jinmalvyou.com/search/index/keyword/%E9%BE%99%E8%99%8E%E5%B1%B1 ,2349元,http://www.jinmalvyou.com/travel/show?good_id=40183
"
                                            带您360度高空俯瞰婺源梯田，纯玩0购物，全程入住当地豪华酒店，九江升级一晚超豪华酒店！                                        ",寒假【山水传奇 龙虎山+三清山 纯玩高铁5天】庐山秀峰 婺源篁岭 瓷都景德镇 九江浔阳楼 景德镇瓷器宴 全程精选豪华酒店,龙虎山,http://www.jinmalvyou.com/search/index/keyword/%E9%BE%99%E8%99%8E%E5%B1%B1 ,2199元,http://www.jinmalvyou.com/travel/show?good_id=39558
"
                                            全程入住豪华酒店；龙虎山赏丹霞地貌，品尝婺源农家宴、三清山生态宴！                                        ",寒假【诗画江西 纯玩高铁4天】庐山三叠泉瀑布 醉美乡村婺源 仙境三清山 丹山碧水龙虎山（全程豪华酒店）,龙虎山,http://www.jinmalvyou.com/search/index/keyword/%E9%BE%99%E8%99%8E%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=41516
"
                                            3月26日，金马国旅赏油菜花包列，与你相约在婺源，赏醉美油菜花；龙虎山花语世界郁金香花海；南昌皇马凤凰沟赏万株樱花盛放！                                        ",【金马自营专列: 荟醉江西·赏三大花季 高铁五天纯玩】婺源篁岭油菜花+花语世界郁金香+南昌凤凰沟群花荟 丹山碧水龙虎山 宜春明月山 养生福地温汤古镇 赏宋城明月千古情,龙虎山,http://www.jinmalvyou.com/search/index/keyword/%E9%BE%99%E8%99%8E%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=41731
"
                                            限时立减￥50/人，名额有限，抢完即止！                                        ",春节出发减￥50【河源+江西联游*纯玩汽车3天】江西龙南武当山三玻争霸、武当神庙祈福、三百山温泉、东生古围屋、河源龙川佗城【升级A团】,江西,http://www.jinmalvyou.com/search/index/keyword/%E6%B1%9F%E8%A5%BF ,699元,http://www.jinmalvyou.com/travel/show?good_id=41329
"
                                            1月26日周六出发，探秘仙都温泉圣地，泡神仙养生泉，升级入住1晚超豪华汉仙温泉酒店                                        ",【梅州+江西联游*赏梅泡泉*纯玩汽车3天】江西赣州会昌汉仙岩、铂金五星汉仙温泉、政府欢迎晚宴、梅州松口古镇、平远南台山卧佛、十里梅花长廊【升级A团】,江西,http://www.jinmalvyou.com/search/index/keyword/%E6%B1%9F%E8%A5%BF ,559元,http://www.jinmalvyou.com/travel/show?good_id=41132
